Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/27/2016,89419,Quad,Mastercard,6,263.76,0.1,125.28
11/1/2016,89115,Aspen,Visa,1,27.95,0,10.87
12/8/2016,89030,Carlota,Visa,12,335.4,0.1875,150.48
11/6/2016,89419,Fun Fly,In Store,1,4.95,0,2.56
10/12/2016,89115,Aspen,Debit Visa,1,27.95,0,10.92
12/22/2016,89030,Bellen,Debit Mastercard,6,149.7,0.1,75.66
10/26/2016,89030,Bellen,Debit Visa,1,24.95,0,12.45
10/4/2016,89419,Yanaki,Mastercard,1,28.75,0,16.09
10/9/2016,89115,Bellen,Debit Visa,1,24.95,0,12.96
11/7/2016,89419,Fun Fly,Visa,6,29.7,0.1,9.36
10/22/2016,89030,Yanaki,Visa,1,28.75,0,14.46
10/2/2016,89030,Yanaki,Cash,1,28.75,0,14.44
11/7/2016,89030,Aspen,Debit Mastercard,12,335.4,0.1875,138.36
10/29/2016,89115,Quad,Debit Visa,1,43.96,0,21.9
12/21/2016,89419,Bellen,In Store,1,24.95,0,12.49
10/26/2016,89030,Majestic Beaut,Cash,2,65.9,0,41.2
10/13/2016,89419,Quad,Mastercard,1,43.96,0,21.03
12/13/2016,89115,Yanaki,Paypal,1,28.75,0,15.78
12/19/2016,89419,Bellen,Debit Mastercard,3,74.85,0,40.86
12/15/2016,89419,Carlota,Debit Visa,1,27.95,0,12.12
12/18/2016,89115,Carlota,American Express,1,27.95,0,11.94
12/2/2016,89115,Carlota,Mastercard,6,167.7,0.1,67.26
10/14/2016,89030,Majestic Beaut,Debit Visa,3,98.85,0,56.52
12/1/2016,89030,Quad,Debit Visa,1,43.96,0,20.59
11/18/2016,89030,Bellen,Cash,3,74.85,0,43.17
10/18/2016,89115,Bellen,Mastercard,1,24.95,0,12.79
12/22/2016,89419,Yanaki,Mastercard,1,28.75,0,15.95
11/1/2016,89419,Fun Fly,Cash,1,4.95,0,2.79
11/19/2016,89115,Fun Fly,Paypal,1,4.95,0,3.74
12/11/2016,89115,Aspen,Debit Visa,2,55.9,0,25.66
10/3/2016,89030,Bellen,Cash,1,24.95,0,14.35
11/18/2016,89115,Bellen,Debit Visa,1,24.95,0,12.64
11/9/2016,89115,Fun Fly,Paypal,1,4.95,0,2.47
10/28/2016,89030,Fun Fly,Visa,2,9.9,0,3.82
10/28/2016,89030,Yanaki,Paypal,6,172.5,0.1,89.4
12/22/2016,89115,Quad,Debit Mastercard,1,43.96,0,20.7
10/18/2016,89115,Aspen,Visa,1,27.95,0,12.47
10/24/2016,89030,Bellen,Visa,1,24.95,0,12.02
10/24/2016,89030,Majestic Beaut,Debit Mastercard,1,32.95,0,19.03
11/23/2016,89419,Bellen,American Express,6,149.7,0.1,84.36
10/16/2016,89030,Quad,Cash,1,43.96,0,21.99
10/3/2016,89030,Bellen,Mastercard,1,24.95,0,12.33
12/13/2016,89115,Fun Fly,Debit Mastercard,6,29.7,0.1,24.66
12/24/2016,89115,Carlota,Debit Visa,4,111.8,0.1,45.68
10/22/2016,89030,Quad,Debit Visa,6,263.76,0.1,123.24
11/21/2016,89030,Carlota,Cash,2,55.9,0,25.26
12/2/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.61
10/19/2016,89419,Carlota,Mastercard,1,27.95,0,13.49
11/8/2016,89115,Yanaki,Debit Visa,12,345,0.1875,180.96
12/17/2016,89419,Fun Fly,Debit Visa,12,59.4,0.1875,18.96
10/12/2016,89030,Aspen,Paypal,1,27.95,0,10.47
12/9/2016,89419,Quad,Visa,1,43.96,0,21.92
11/14/2016,89419,Aspen,Cash,3,83.85,0,36.21
10/25/2016,89115,Fun Fly,Paypal,6,29.7,0.1,15.96
11/6/2016,89115,Quad,Debit Mastercard,1,43.96,0,21.58
11/11/2016,89419,Quad,Paypal,2,87.92,0,42.18
10/29/2016,89030,Aspen,Visa,1,27.95,0,11.81
12/8/2016,89115,Carlota,American Express,2,55.9,0,25.5
12/15/2016,89419,Aspen,American Express,6,167.7,0.1,67.68
11/9/2016,89419,Yanaki,Debit Visa,6,172.5,0.1,91.08
12/23/2016,89115,Aspen,Cash,1,27.95,0,10.47
11/23/2016,89419,Fun Fly,Cash,1,4.95,0,3.31
12/2/2016,89030,Quad,Mastercard,1,43.96,0,22.87
12/13/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,2.98
11/4/2016,89419,Bellen,Debit Visa,1,24.95,0,13.74
12/17/2016,89030,Fun Fly,American Express,1,4.95,0,1.84
12/13/2016,89030,Carlota,Debit Mastercard,1,27.95,0,11.69
12/4/2016,89419,Fun Fly,Debit Visa,1,4.95,0,1.52
10/4/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.18
10/25/2016,89419,Quad,Debit Visa,1,43.96,0,21.43
10/26/2016,89419,Carlota,Paypal,4,111.8,0.1,50
12/20/2016,89419,Fun Fly,Cash,1,4.95,0,1.59
11/14/2016,89419,Quad,Paypal,6,263.76,0.1,135.42
10/27/2016,89030,Fun Fly,Mastercard,1,4.95,0,3.01
11/12/2016,89030,Aspen,Paypal,3,83.85,0,36.42
12/15/2016,89419,Yanaki,Cash,2,57.5,0,29.88
10/23/2016,89419,Fun Fly,Paypal,1,4.95,0,4.02
11/1/2016,89115,Aspen,Cash,6,167.7,0.1,71.94
11/19/2016,89115,Yanaki,Paypal,1,28.75,0,14.97
10/27/2016,89115,Quad,Debit Visa,1,43.96,0,22.07
11/8/2016,89419,Bellen,Debit Visa,1,24.95,0,14.05
12/5/2016,89115,Bellen,Cash,1,24.95,0,14.11
11/8/2016,89115,Bellen,Cash,1,24.95,0,11.84
10/30/2016,89030,Bellen,American Express,1,24.95,0,11.95
10/19/2016,89419,Bellen,Mastercard,12,299.4,0.1875,159.36
10/23/2016,89115,Majestic Beaut,Paypal,1,32.95,0,18.71
12/18/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.6
11/21/2016,89030,Majestic Beaut,In Store,12,395.4,0.1875,219
10/23/2016,89419,Aspen,Paypal,1,27.95,0,12.26
12/12/2016,89419,Bellen,Cash,1,24.95,0,13.9
11/26/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.73
12/15/2016,89419,Carlota,Cash,1,27.95,0,13.42
11/25/2016,89115,Aspen,Debit Mastercard,1,27.95,0,11.81
11/4/2016,89115,Carlota,In Store,6,167.7,0.1,69.78
11/23/2016,89115,Bellen,Cash,1,24.95,0,13.17
12/20/2016,89115,Yanaki,Paypal,6,172.5,0.1,86.76
10/11/2016,89419,Fun Fly,Cash,1,4.95,0,3.04
12/19/2016,89030,Bellen,Visa,1,24.95,0,12.36
12/15/2016,89419,Fun Fly,Mastercard,1,4.95,0,4.01
12/22/2016,89115,Fun Fly,Mastercard,1,4.95,0,2.61
12/10/2016,89419,Bellen,Visa,1,24.95,0,13.41
12/12/2016,89030,Majestic Beaut,Mastercard,6,197.7,0.1,114.78
11/16/2016,89030,Fun Fly,Cash,1,4.95,0,2.03
11/22/2016,89115,Bellen,Paypal,1,24.95,0,12.76
11/17/2016,89115,Bellen,Mastercard,12,299.4,0.1875,163.68
12/8/2016,89115,Quad,Debit Mastercard,1,43.96,0,22.64
11/7/2016,89030,Fun Fly,Cash,1,4.95,0,3.84
12/7/2016,89115,Bellen,Debit Visa,1,24.95,0,12.52
11/14/2016,89419,Yanaki,Debit Visa,1,28.75,0,15.21
12/5/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,15.71
12/6/2016,89115,Quad,Debit Visa,1,43.96,0,21.16
11/8/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.85
11/4/2016,89115,Majestic Beaut,In Store,1,32.95,0,20.61
12/23/2016,89115,Fun Fly,Debit Visa,1,4.95,0,2.87
11/23/2016,89030,Fun Fly,Paypal,1,4.95,0,3.74
10/14/2016,89419,Fun Fly,Paypal,1,4.95,0,1.81
12/4/2016,89030,Quad,Cash,1,43.96,0,21.3
10/13/2016,89030,Yanaki,Mastercard,12,345,0.1875,192.72
11/30/2016,89030,Carlota,Debit Mastercard,1,27.95,0,11.86
10/31/2016,89030,Quad,Mastercard,1,43.96,0,22.14
11/12/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.12
11/10/2016,89115,Carlota,Mastercard,1,27.95,0,12.98
12/11/2016,89030,Yanaki,Debit Visa,1,28.75,0,13.48
12/4/2016,89419,Fun Fly,Paypal,1,4.95,0,1.78
10/20/2016,89115,Quad,Mastercard,1,43.96,0,22.45
10/30/2016,89115,Yanaki,Debit Visa,12,345,0.1875,176.76
10/13/2016,89419,Fun Fly,Paypal,6,29.7,0.1,18.66
12/8/2016,89419,Quad,Debit Visa,1,43.96,0,20.82
11/23/2016,89115,Quad,Cash,6,263.76,0.1,124.68
12/15/2016,89419,Bellen,Debit Visa,12,299.4,0.1875,141.36
11/12/2016,89419,Carlota,Debit Mastercard,1,27.95,0,11.32
12/18/2016,89030,Bellen,Paypal,2,49.9,0,23.56
10/5/2016,89115,Carlota,Cash,1,27.95,0,12.63
12/9/2016,89419,Yanaki,In Store,1,28.75,0,13.72
12/1/2016,89115,Quad,Debit Mastercard,1,43.96,0,21.07
12/13/2016,89419,Fun Fly,Paypal,6,29.7,0.1,17.46
12/19/2016,89115,Carlota,Cash,6,167.7,0.1,65.58
10/11/2016,89030,Yanaki,Mastercard,1,28.75,0,13.92
10/25/2016,89115,Fun Fly,Cash,1,4.95,0,3.48
10/28/2016,89030,Carlota,Debit Visa,12,335.4,0.1875,141.48
10/13/2016,89030,Bellen,Mastercard,1,24.95,0,13.36
12/10/2016,89115,Yanaki,Paypal,1,28.75,0,14.74
11/11/2016,89419,Aspen,Cash,1,27.95,0,10.41
10/10/2016,89419,Quad,Debit Visa,1,43.96,0,20.9
10/4/2016,89030,Aspen,Visa,3,83.85,0,37.65
10/29/2016,89419,Bellen,Debit Visa,12,299.4,0.1875,156.24
11/16/2016,89419,Bellen,Cash,1,24.95,0,13.47
10/25/2016,89115,Bellen,Cash,6,149.7,0.1,75.6
12/20/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,3.53
11/19/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,1.48
10/3/2016,89419,Quad,Debit Visa,1,43.96,0,20.6
10/6/2016,89030,Yanaki,Debit Mastercard,6,172.5,0.1,90.12
11/16/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,19.25
10/12/2016,89115,Bellen,Debit Visa,1,24.95,0,13.37
11/3/2016,89419,Quad,Debit Visa,1,43.96,0,20.76
11/5/2016,89115,Carlota,Visa,1,27.95,0,12.97
10/23/2016,89030,Quad,Visa,6,263.76,0.1,130.98
10/9/2016,89419,Aspen,Mastercard,1,27.95,0,11.74
10/13/2016,89030,Yanaki,Visa,1,28.75,0,15.57
12/2/2016,89115,Yanaki,Debit Visa,1,28.75,0,15.04
12/17/2016,89030,Bellen,Debit Visa,1,24.95,0,13.57
12/13/2016,89419,Carlota,Debit Visa,1,27.95,0,12.12
11/20/2016,89419,Aspen,Cash,1,27.95,0,11.41
12/1/2016,89030,Carlota,Debit Visa,12,335.4,0.1875,159.84
10/21/2016,89419,Yanaki,Debit Visa,1,28.75,0,15.05
11/19/2016,89419,Fun Fly,Visa,1,4.95,0,1.77
11/13/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,14.59
10/15/2016,89030,Fun Fly,Debit Visa,1,4.95,0,2.51
10/7/2016,89419,Fun Fly,Paypal,1,4.95,0,1.79
10/27/2016,89419,Quad,Cash,1,43.96,0,20.68
11/9/2016,89115,Yanaki,Debit Visa,12,345,0.1875,173.4
10/16/2016,89115,Carlota,Debit Visa,6,167.7,0.1,74.76
10/31/2016,89115,Carlota,Debit Visa,6,167.7,0.1,68.1
11/14/2016,89115,Bellen,American Express,1,24.95,0,13.65
12/17/2016,89115,Aspen,Mastercard,1,27.95,0,11.96
11/1/2016,89030,Bellen,Debit Visa,1,24.95,0,12.88
10/19/2016,89419,Majestic Beaut,Debit Mastercard,12,395.4,0.1875,237.36
12/18/2016,89419,Aspen,Debit Visa,1,27.95,0,11.91
12/9/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,2.05
12/4/2016,89030,Yanaki,Debit Visa,1,28.75,0,13.46
10/15/2016,89419,Carlota,Visa,6,167.7,0.1,80.88
12/3/2016,89030,Bellen,Visa,1,24.95,0,13.29
10/14/2016,89030,Aspen,In Store,4,111.8,0.1,46.8
12/18/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,3.05
10/22/2016,89419,Bellen,Debit Mastercard,1,24.95,0,13.4
10/9/2016,89419,Fun Fly,Debit Visa,1,4.95,0,1.61
10/2/2016,89030,Bellen,In Store,1,24.95,0,13.05
11/5/2016,89115,Quad,Cash,2,87.92,0,43.8
11/4/2016,89115,Quad,Debit Visa,1,43.96,0,20.75
11/24/2016,89030,Fun Fly,Paypal,1,4.95,0,2.96
12/2/2016,89030,Fun Fly,Debit Visa,1,4.95,0,2.88
12/5/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.75
11/28/2016,89030,Aspen,Debit Visa,1,27.95,0,12.51
12/22/2016,89419,Carlota,Visa,3,83.85,0,39.42
11/1/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.43
10/13/2016,89030,Aspen,Debit Mastercard,2,55.9,0,23.34
10/19/2016,89419,Fun Fly,Paypal,1,4.95,0,1.57
10/25/2016,89115,Fun Fly,American Express,1,4.95,0,3.76
11/7/2016,89030,Fun Fly,Debit Visa,1,4.95,0,2.55
11/2/2016,89115,Bellen,Debit Visa,2,49.9,0,25.44
10/28/2016,89419,Carlota,Debit Visa,6,167.7,0.1,68.1
10/31/2016,89030,Fun Fly,Visa,1,4.95,0,2.79
11/30/2016,89419,Yanaki,Debit Visa,1,28.75,0,14.02
10/9/2016,89115,Carlota,Cash,12,335.4,0.1875,159.24
12/9/2016,89030,Bellen,Cash,2,49.9,0,26
10/20/2016,89419,Yanaki,Paypal,1,28.75,0,13.71
12/15/2016,89419,Fun Fly,Cash,1,4.95,0,1.88
10/16/2016,89030,Fun Fly,Visa,6,29.7,0.1,19.86
11/13/2016,89419,Majestic Beaut,Debit Mastercard,1,32.95,0,20.2
10/26/2016,89030,Bellen,Debit Mastercard,6,149.7,0.1,74.94
11/19/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,13.58
12/19/2016,89419,Bellen,Debit Visa,1,24.95,0,14.22
11/15/2016,89419,Yanaki,Cash,1,28.75,0,14.32
10/26/2016,89419,Bellen,Mastercard,1,24.95,0,13.37
12/17/2016,89419,Quad,Visa,1,43.96,0,20.9
10/10/2016,89030,Bellen,Visa,2,49.9,0,23.98
10/26/2016,89419,Fun Fly,In Store,2,9.9,0,4.62
10/10/2016,89115,Yanaki,Mastercard,1,28.75,0,13.6
10/30/2016,89115,Carlota,Cash,1,27.95,0,13.2
11/13/2016,89115,Carlota,Cash,1,27.95,0,11.6
10/25/2016,89115,Fun Fly,Cash,6,29.7,0.1,13.44
10/28/2016,89419,Bellen,Mastercard,12,299.4,0.1875,163.44
12/18/2016,89419,Majestic Beaut,Mastercard,6,197.7,0.1,113.22
10/31/2016,89030,Aspen,Cash,1,27.95,0,11.86
10/6/2016,89419,Aspen,Cash,1,27.95,0,10.83
11/19/2016,89115,Quad,American Express,1,43.96,0,20.83
11/14/2016,89419,Fun Fly,Debit Mastercard,2,9.9,0,7.76
10/5/2016,89419,Aspen,Debit Mastercard,12,335.4,0.1875,149.88
12/8/2016,89030,Fun Fly,Mastercard,1,4.95,0,2.84
12/7/2016,89115,Carlota,Visa,1,27.95,0,11.11
10/11/2016,89115,Fun Fly,In Store,1,4.95,0,1.67
10/10/2016,89030,Carlota,Debit Mastercard,1,27.95,0,13.1
10/30/2016,89115,Carlota,Debit Mastercard,1,27.95,0,12.27
10/17/2016,89030,Yanaki,Visa,1,28.75,0,13.63
11/17/2016,89030,Yanaki,Debit Mastercard,1,28.75,0,15.8
11/27/2016,89030,Aspen,Debit Visa,6,167.7,0.1,68.1
10/17/2016,89115,Fun Fly,Cash,1,4.95,0,3.88
11/16/2016,89115,Fun Fly,In Store,1,4.95,0,2.89
11/26/2016,89030,Carlota,Debit Visa,1,27.95,0,11.6
10/20/2016,89115,Carlota,Mastercard,1,27.95,0,12.21
11/6/2016,89115,Carlota,Visa,6,167.7,0.1,80.94
11/17/2016,89419,Quad,Visa,1,43.96,0,20.38
10/5/2016,89030,Bellen,Debit Mastercard,1,24.95,0,13.67
11/5/2016,89419,Bellen,Paypal,12,299.4,0.1875,150.24
10/12/2016,89115,Quad,American Express,2,87.92,0,44.22
12/6/2016,89030,Aspen,Visa,1,27.95,0,10.49
11/29/2016,89030,Fun Fly,Paypal,2,9.9,0,7.36
11/22/2016,89115,Carlota,Paypal,1,27.95,0,12.65
10/5/2016,89115,Quad,Cash,1,43.96,0,22.56
12/12/2016,89419,Fun Fly,Cash,1,4.95,0,2.46
11/19/2016,89030,Quad,Mastercard,12,527.52,0.1875,258
10/8/2016,89030,Bellen,Debit Visa,1,24.95,0,12.58
11/12/2016,89419,Quad,Debit Visa,1,43.96,0,20.57
12/2/2016,89419,Fun Fly,Cash,2,9.9,0,5.2
11/29/2016,89419,Yanaki,Mastercard,6,172.5,0.1,87.18
12/13/2016,89115,Fun Fly,Mastercard,1,4.95,0,1.51
12/24/2016,89115,Bellen,American Express,1,24.95,0,13.49
10/10/2016,89419,Fun Fly,In Store,1,4.95,0,2.5
12/20/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,2.14
11/1/2016,89115,Carlota,Debit Visa,1,27.95,0,11.85
11/18/2016,89030,Aspen,Cash,1,27.95,0,12.49
12/10/2016,89419,Fun Fly,Cash,2,9.9,0,4.7
12/20/2016,89419,Majestic Beaut,Visa,1,32.95,0,19.73
10/22/2016,89115,Quad,Paypal,12,527.52,0.1875,245.28
11/16/2016,89030,Bellen,Debit Visa,1,24.95,0,12.28
11/16/2016,89419,Yanaki,Debit Visa,12,345,0.1875,174.96
11/15/2016,89419,Bellen,Debit Mastercard,1,24.95,0,13.77
10/17/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.7
11/27/2016,89419,Yanaki,Debit Visa,2,57.5,0,29.36
10/10/2016,89115,Fun Fly,Debit Visa,2,9.9,0,4.08
12/18/2016,89030,Fun Fly,Cash,1,4.95,0,3.95
10/9/2016,89030,Quad,Debit Visa,6,263.76,0.1,127.98
11/2/2016,89419,Quad,American Express,1,43.96,0,20.75
10/21/2016,89115,Majestic Beaut,American Express,1,32.95,0,20.39
11/17/2016,89030,Quad,Paypal,6,263.76,0.1,127.38
11/25/2016,89419,Yanaki,Mastercard,12,345,0.1875,183.24
11/25/2016,89115,Aspen,Visa,1,27.95,0,11.02
10/10/2016,89030,Yanaki,Visa,1,28.75,0,13.97
12/4/2016,89030,Majestic Beaut,Debit Visa,2,65.9,0,38.12
12/22/2016,89419,Majestic Beaut,Visa,1,32.95,0,20.6
11/10/2016,89419,Bellen,Debit Visa,1,24.95,0,14.23
10/13/2016,89419,Majestic Beaut,Mastercard,12,395.4,0.1875,235.92
10/6/2016,89115,Yanaki,In Store,1,28.75,0,13.94
11/22/2016,89115,Fun Fly,Cash,1,4.95,0,3.68
10/2/2016,89419,Bellen,Mastercard,2,49.9,0,26.92
10/31/2016,89115,Aspen,Visa,1,27.95,0,10.58
11/12/2016,89030,Fun Fly,Mastercard,2,9.9,0,6.92
10/26/2016,89419,Fun Fly,Paypal,1,4.95,0,3.31
12/20/2016,89419,Bellen,Visa,2,49.9,0,24.32
11/8/2016,89419,Aspen,Debit Mastercard,6,167.7,0.1,68.94
10/4/2016,89030,Aspen,Debit Visa,1,27.95,0,11.51
11/18/2016,89419,Quad,Debit Visa,1,43.96,0,22.19
10/6/2016,89115,Yanaki,Mastercard,4,115,0.1,54.48
10/5/2016,89115,Bellen,Debit Visa,1,24.95,0,12.65
12/9/2016,89115,Bellen,Debit Visa,1,24.95,0,14.21
10/16/2016,89030,Quad,Paypal,12,527.52,0.1875,274.44
12/19/2016,89030,Quad,Mastercard,1,43.96,0,20.91
10/11/2016,89419,Bellen,Visa,1,24.95,0,13.39
10/27/2016,89030,Yanaki,Debit Visa,1,28.75,0,14.97
10/1/2016,89030,Yanaki,Debit Visa,1,28.75,0,15.95
12/12/2016,89030,Fun Fly,Paypal,1,4.95,0,2.53
11/4/2016,89419,Fun Fly,Mastercard,2,9.9,0,4.04
10/6/2016,89030,Carlota,Cash,6,167.7,0.1,71.04
11/12/2016,89115,Carlota,Mastercard,1,27.95,0,13.52
10/8/2016,89030,Quad,Visa,1,43.96,0,20.61
11/4/2016,89115,Quad,Paypal,12,527.52,0.1875,247.92
10/18/2016,89419,Quad,In Store,2,87.92,0,45.12
10/13/2016,89419,Fun Fly,Debit Mastercard,3,14.85,0,6.69
11/29/2016,89115,Fun Fly,Visa,1,4.95,0,1.93
10/17/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,3.63
12/13/2016,89419,Majestic Beaut,Debit Mastercard,6,197.7,0.1,115.32
10/10/2016,89030,Carlota,Visa,1,27.95,0,11.29
11/2/2016,89030,Fun Fly,Paypal,1,4.95,0,1.65
10/14/2016,89419,Quad,Debit Visa,1,43.96,0,22.93
11/1/2016,89030,Quad,Debit Visa,2,87.92,0,41.1
10/3/2016,89115,Carlota,American Express,1,27.95,0,11.23
10/25/2016,89115,Yanaki,Paypal,6,172.5,0.1,95.58
11/22/2016,89030,Bellen,Visa,6,149.7,0.1,76.98
12/4/2016,89419,Yanaki,Cash,6,172.5,0.1,92.7
11/8/2016,89030,Yanaki,In Store,1,28.75,0,15.22
11/22/2016,89419,Bellen,In Store,2,49.9,0,24.06
11/28/2016,89115,Yanaki,In Store,1,28.75,0,13.52
10/3/2016,89115,Aspen,Paypal,1,27.95,0,12.43
11/18/2016,89030,Carlota,Visa,12,335.4,0.1875,145.56
11/4/2016,89030,Yanaki,Cash,1,28.75,0,14.25
10/15/2016,89030,Fun Fly,American Express,1,4.95,0,2.56
10/23/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,14.27
12/1/2016,89419,Fun Fly,Visa,1,4.95,0,3.9
11/22/2016,89419,Fun Fly,Visa,1,4.95,0,2.04
12/18/2016,89115,Yanaki,Visa,12,345,0.1875,185.28
10/22/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.95
10/24/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,23.76
11/1/2016,89115,Bellen,Visa,1,24.95,0,13.45
12/10/2016,89030,Aspen,Paypal,1,27.95,0,11.46
10/8/2016,89115,Bellen,Debit Visa,12,299.4,0.1875,146.88
10/23/2016,89030,Bellen,Debit Visa,2,49.9,0,23.66
10/25/2016,89115,Yanaki,In Store,2,57.5,0,27.22
11/21/2016,89115,Bellen,Debit Mastercard,1,24.95,0,14.44
12/15/2016,89115,Quad,Debit Visa,12,527.52,0.1875,248.16
11/9/2016,89419,Fun Fly,Debit Visa,6,29.7,0.1,13.38
11/26/2016,89115,Bellen,Mastercard,4,99.8,0.1,48.2
10/12/2016,89030,Yanaki,Cash,1,28.75,0,14.1
10/30/2016,89419,Carlota,Debit Mastercard,1,27.95,0,11.88
11/18/2016,89115,Fun Fly,Cash,1,4.95,0,2.58
11/17/2016,89419,Aspen,Visa,12,335.4,0.1875,149.76
11/1/2016,89419,Fun Fly,Cash,1,4.95,0,2.75
11/8/2016,89419,Fun Fly,Paypal,1,4.95,0,3.41
11/10/2016,89419,Quad,American Express,1,43.96,0,22.72
12/17/2016,89030,Fun Fly,Debit Visa,1,4.95,0,1.49
12/11/2016,89030,Bellen,Debit Visa,1,24.95,0,12.11
10/2/2016,89030,Yanaki,Visa,12,345,0.1875,174.84
11/26/2016,89030,Majestic Beaut,Debit Visa,6,197.7,0.1,108.6
10/6/2016,89419,Aspen,American Express,1,27.95,0,11
12/19/2016,89419,Carlota,Cash,1,27.95,0,10.99
12/8/2016,89419,Yanaki,In Store,6,172.5,0.1,89.82
11/23/2016,89419,Fun Fly,Visa,1,4.95,0,3.58
10/7/2016,89115,Quad,Debit Mastercard,1,43.96,0,20.7
10/19/2016,89419,Bellen,Cash,1,24.95,0,14.45
10/18/2016,89419,Aspen,Debit Mastercard,1,27.95,0,12.59
11/18/2016,89030,Quad,Debit Mastercard,6,263.76,0.1,129.66
10/15/2016,89030,Bellen,Cash,1,24.95,0,12.16
10/17/2016,89030,Aspen,Debit Visa,1,27.95,0,10.75
11/1/2016,89419,Quad,Cash,1,43.96,0,21.53
12/19/2016,89419,Quad,Visa,3,131.88,0,65.37
11/5/2016,89115,Quad,American Express,1,43.96,0,21.28
10/14/2016,89419,Aspen,Paypal,1,27.95,0,10.84
11/14/2016,89030,Quad,Debit Visa,1,43.96,0,21.77
11/8/2016,89030,Aspen,Debit Visa,2,55.9,0,24.54
12/13/2016,89419,Fun Fly,Debit Mastercard,3,14.85,0,8.34
11/17/2016,89115,Quad,Debit Visa,2,87.92,0,42
12/4/2016,89030,Aspen,Mastercard,12,335.4,0.1875,147.96
10/8/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,38.04
10/16/2016,89115,Fun Fly,Debit Visa,3,14.85,0,9.51
12/24/2016,89030,Bellen,Debit Mastercard,2,49.9,0,25.12
11/13/2016,89115,Fun Fly,Mastercard,1,4.95,0,2.96
12/12/2016,89115,Quad,Cash,1,43.96,0,21.3
10/20/2016,89030,Carlota,Mastercard,1,27.95,0,13.17
11/2/2016,89030,Quad,Visa,1,43.96,0,21.23
10/7/2016,89030,Bellen,Debit Visa,2,49.9,0,28.68
12/18/2016,89419,Fun Fly,American Express,2,9.9,0,4.72
10/29/2016,89030,Aspen,Visa,1,27.95,0,10.6
10/25/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,2.02
11/15/2016,89419,Fun Fly,Cash,1,4.95,0,3.28
12/16/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,2.35
10/29/2016,89115,Bellen,Debit Visa,1,24.95,0,12.82
10/8/2016,89030,Quad,In Store,1,43.96,0,21.86
10/10/2016,89419,Carlota,Paypal,1,27.95,0,13.05
12/7/2016,89419,Carlota,Visa,1,27.95,0,13.22
11/3/2016,89419,Bellen,Debit Visa,1,24.95,0,14.31
11/30/2016,89030,Bellen,Debit Visa,1,24.95,0,12.87
11/23/2016,89115,Quad,Debit Mastercard,1,43.96,0,20.78
11/18/2016,89419,Fun Fly,Paypal,1,4.95,0,2.92
11/2/2016,89115,Carlota,Cash,1,27.95,0,13.11
12/1/2016,89419,Aspen,Cash,1,27.95,0,11.69
11/7/2016,89419,Bellen,Debit Mastercard,1,24.95,0,12.53
10/22/2016,89115,Aspen,Cash,1,27.95,0,10.47
12/11/2016,89115,Yanaki,Debit Visa,6,172.5,0.1,87.66
10/11/2016,89115,Bellen,Debit Visa,1,24.95,0,13.49
10/9/2016,89419,Aspen,Debit Visa,2,55.9,0,21.48
12/5/2016,89115,Yanaki,Cash,1,28.75,0,14.01
11/11/2016,89419,Quad,Debit Visa,1,43.96,0,22.81
11/14/2016,89419,Quad,Paypal,1,43.96,0,21.4
12/4/2016,89030,Quad,American Express,1,43.96,0,20.74
10/12/2016,89419,Quad,American Express,1,43.96,0,22.92
11/17/2016,89115,Yanaki,Cash,1,28.75,0,15.73
11/30/2016,89030,Carlota,Debit Visa,1,27.95,0,10.96
10/4/2016,89115,Bellen,Debit Visa,1,24.95,0,12.36
12/24/2016,89030,Fun Fly,Cash,1,4.95,0,1.49
10/31/2016,89030,Yanaki,Debit Mastercard,1,28.75,0,14.13
10/2/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.29
10/12/2016,89030,Bellen,Debit Visa,12,299.4,0.1875,172.44
11/17/2016,89030,Bellen,Debit Mastercard,1,24.95,0,14.44
